exporter_code,exporter_iso3,gdelt_country_code,year,gdelt_event_count,gdelt_avg_goldstein,gdelt_negative_goldstein_sum,gdelt_mentions,gdelt_avg_tone,gdelt_pressure_score,gdelt_filter_mode
724,ESP,ESP,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
724,ESP,ESP,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
724,ESP,ESP,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
724,ESP,ESP,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
752,SWE,SWE,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
757,CHE,CHE,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
764,THA,THA,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
784,ARE,ARE,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
792,TUR,TUR,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
804,UKR,UKR,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
826,GBR,GBR,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
842,USA,USA,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
4,AFG,AFG,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
8,ALB,ALB,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
12,DZA,DZA,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
20,AND,AND,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
24,AGO,AGO,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
28,ATG,ATG,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
31,AZE,AZE,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
44,BHS,BHS,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
48,BHR,BHR,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
50,BGD,BGD,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
51,ARM,ARM,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
52,BRB,BRB,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
52,BRB,BRB,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
52,BRB,BRB,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
52,BRB,BRB,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
52,BRB,BRB,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
52,BRB,BRB,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
